price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,month,day,distance
204000.0,3,1.0,1000.0,12070,1.0,0,0,4,7,0,1968,2014,98042,47.3621,-122.11,2014,8,25,32.15569667226121
1325000.0,5,2.25,3200.0,20158,1.0,0,0,3,8,1600,1965,2014,98004,47.6303,-122.215,2014,6,12,9.341421232673326
1040000.0,5,3.25,4770.0,50094,1.0,0,0,4,11,1660,1973,2014,98005,47.6525,-122.16,2014,9,12,14.027417761267081
325000.0,3,2.0,1260.0,5612,1.0,0,0,4,7,0,1972,2015,98034,47.7362,-122.179,2015,1,5,18.43630853438735
571000.0,4,2.0,2750.0,7807,1.5,0,0,5,7,500,1916,2014,98125,47.7168,-122.287,2014,6,10,12.622944338859671
360000.0,4,2.5,2380.0,5000,2.0,0,0,3,8,0,2005,2014,98038,47.3608,-122.036,2014,7,10,35.51078914135279
349000.0,3,1.75,1790.0,50529,1.0,0,0,5,7,700,1965,2015,98042,47.3511,-122.073,2015,3,16,34.70262453483493
832500.0,4,4.0,3430.0,35102,2.0,0,0,4,10,1040,1986,2014,98075,47.5822,-121.987,2014,11,5,26.264938936139224
380000.0,4,1.75,1760.0,7300,1.0,0,0,3,7,880,1956,2014,98008,47.6034,-122.125,2014,10,13,15.764735836653527
480000.0,3,1.0,1040.0,5060,1.0,0,0,3,7,0,1941,2015,98116,47.5636,-122.394,2015,4,20,6.622565537352814
410000.0,3,1.0,1410.0,5060,1.0,0,0,4,7,500,1956,2014,98133,47.7073,-122.34,2014,6,9,11.04614307896916
720000.0,4,2.5,3450.0,39683,2.0,0,0,3,10,0,2002,2015,98010,47.342,-122.025,2015,3,23,37.661073633147204
390000.0,3,2.5,2350.0,5100,2.0,0,0,3,8,0,2003,2014,98038,47.3512,-122.008,2014,12,2,37.682621890236206
360000.0,4,2.5,1900.0,5889,2.0,0,0,3,7,0,1992,2014,98038,47.349,-122.031,2014,12,22,36.769892604984186
355000.0,2,1.0,2020.0,6720,1.0,0,0,3,7,1010,1948,2014,98118,47.5474,-122.291,2014,10,28,7.510107040850416
356000.0,3,1.5,1680.0,8712,1.0,0,0,3,8,0,1964,2015,98059,47.4811,-122.149,2015,1,28,19.859666697335143
315000.0,3,1.0,960.0,6634,1.0,0,0,3,6,0,1952,2014,98125,47.7264,-122.31,2014,6,2,13.298247576478715
940000.0,3,1.5,2140.0,3600,2.0,0,0,3,9,240,1925,2014,98119,47.6337,-122.365,2014,11,14,3.627360855869569
305000.0,5,2.25,2660.0,8400,1.5,0,0,5,7,0,1961,2014,98092,47.2909,-122.189,2014,11,3,36.934575968411316
461000.0,3,3.25,2770.0,6278,2.0,0,0,3,9,790,2006,2014,98056,47.5228,-122.199,2014,6,18,13.93396732606395
215000.0,2,2.25,1610.0,2040,2.0,0,0,4,7,0,1979,2014,98056,47.518,-122.194,2014,5,19,14.572957837401127
335000.0,2,1.75,1030.0,1066,2.0,0,0,3,7,265,2006,2014,98136,47.5394,-122.387,2014,9,4,8.563129491544705
243500.0,4,2.5,1980.0,7403,2.0,0,0,3,7,0,1988,2014,98023,47.2897,-122.372,2014,5,22,35.50298848941385
1099880.0,5,2.75,3520.0,6353,2.0,0,0,4,10,0,2001,2015,98199,47.6506,-122.391,2015,3,11,6.319023599023235
153000.0,3,1.0,1200.0,10500,1.0,0,0,3,7,0,1962,2015,98023,47.322,-122.351,2015,2,26,31.82545761125111
430000.0,3,1.5,1580.0,5000,1.0,0,0,3,8,290,1939,2014,98117,47.687,-122.386,2014,7,25,9.57291561861201
700000.0,3,1.5,1580.0,5000,1.0,0,0,3,8,290,1939,2014,98117,47.687,-122.386,2014,12,23,9.57291561861201
905000.0,4,2.5,3300.0,10250,1.0,0,0,3,7,910,1946,23,98040,47.5873,-122.249,2014,9,8,6.859243635391083
247500.0,3,1.75,1960.0,15681,1.0,0,0,3,7,0,1967,2015,98032,47.3576,-122.277,2015,3,30,28.185650284632086
199000.0,4,1.5,1160.0,6400,1.0,0,0,4,7,0,1975,2014,98023,47.3036,-122.378,2014,9,12,34.00202996377951
314000.0,3,1.75,1810.0,41800,1.0,0,0,5,7,600,1980,2014,98038,47.4109,-121.958,2014,7,11,35.817546434707985
437500.0,3,2.5,2320.0,36847,2.0,0,2,3,9,0,1992,2014,98045,47.4838,-121.714,2014,5,16,48.62530523878018
850830.0,3,2.5,2070.0,13241,1.5,0,0,5,9,800,1910,2014,98102,47.6415,-122.315,2014,6,11,4.018627715000031
555000.0,3,2.0,1980.0,3478,1.5,0,0,4,7,540,1929,2014,98117,47.6775,-122.372,2014,10,27,8.204565973098521
699950.0,3,2.25,2190.0,107593,2.0,0,0,4,8,0,1983,2014,98077,47.7731,-122.08,2014,12,12,26.490467075675205
1088000.0,3,2.5,2920.0,8113,2.0,0,0,3,8,0,1950,4,98004,47.5814,-122.196,2014,10,7,10.847118643293577
290000.0,3,1.0,1210.0,33919,1.0,0,0,3,7,0,1954,2014,98058,47.4375,-122.184,2014,9,24,22.098300281301892
375000.0,3,2.5,2340.0,10005,1.0,0,0,4,8,880,1978,2015,98058,47.4431,-122.133,2015,4,2,23.80525302934593
460000.0,3,1.0,1670.0,4005,1.5,0,0,4,7,500,1939,2014,98117,47.6878,-122.38,2014,5,23,9.486305278055204
188500.0,2,1.75,1240.0,2493,1.0,0,0,4,8,0,1985,2014,98198,47.3813,-122.322,2014,7,23,25.22873700812073
680000.0,4,2.5,3140.0,28037,2.0,0,0,4,10,0,1991,2015,98077,47.7304,-122.082,2015,3,5,23.336023005583392
470000.0,5,1.75,2030.0,12342,2.0,0,0,4,7,0,1942,2014,98052,47.6417,-122.109,2014,8,27,17.358683722969438
597750.0,4,2.5,2310.0,9624,2.0,0,0,3,8,0,1984,2014,98027,47.5386,-122.053,2014,7,25,22.530669418388182
570000.0,3,1.75,1260.0,3328,1.0,0,0,5,6,560,1905,2015,98103,47.6823,-122.349,2015,3,4,8.325086795503303
272500.0,3,1.75,1540.0,12600,1.0,0,0,4,7,380,1980,2014,98038,47.3624,-122.031,2014,9,16,35.612986600424385
329950.0,3,1.75,2080.0,5969,1.0,0,2,3,7,1000,1971,2014,98108,47.5474,-122.295,2014,11,24,7.3826580333587
480000.0,4,2.5,3230.0,16171,2.0,0,3,3,9,710,2001,2014,98001,47.3183,-122.253,2014,10,28,32.80145035422052
740500.0,3,3.5,4380.0,6350,2.0,0,0,3,8,1600,1900,15,98117,47.6981,-122.368,2014,11,21,10.314685432750268
518500.0,3,3.5,1590.0,1102,3.0,0,0,3,8,0,2010,2014,98103,47.6824,-122.347,2014,6,26,8.318822708765175
205425.0,2,1.0,880.0,6780,1.0,0,0,4,6,0,1945,2014,98178,47.5009,-122.248,2014,6,23,13.588516325686053
171800.0,4,2.0,1570.0,9600,1.0,0,0,3,6,0,1950,2015,98168,47.4965,-122.303,2015,1,8,12.63248543297561
535000.0,4,1.0,1610.0,2982,1.5,0,0,4,7,0,1925,2015,98144,47.587,-122.294,2015,5,11,3.871407505004492
660000.0,3,2.5,2400.0,6474,1.0,0,2,3,8,840,1964,2015,98177,47.7728,-122.386,2015,1,2,18.714337936012093
391500.0,3,2.0,1450.0,9132,1.0,0,0,3,7,0,1987,2014,98034,47.7288,-122.226,2014,11,19,15.722972046830257
395000.0,2,1.0,770.0,6000,1.0,0,0,3,6,0,1953,2015,98117,47.6999,-122.364,2015,4,6,10.443114950797417
445000.0,4,1.75,2100.0,4400,1.5,0,0,5,7,380,1924,2014,98118,47.5299,-122.266,2014,11,4,10.117798051462511
770000.0,3,2.25,2910.0,10204,2.0,0,0,3,9,0,1990,2014,98052,47.6897,-122.098,2014,6,18,19.953246535861297
1450000.0,4,2.75,2750.0,17789,1.5,0,0,3,8,770,1914,23,98004,47.6141,-122.212,2015,3,2,9.257761732956368
445000.0,3,2.25,2100.0,8201,1.0,0,2,3,8,480,1967,2014,98178,47.5091,-122.244,2014,7,17,12.95257790045098
260000.0,4,2.25,2160.0,8811,1.0,0,0,3,8,800,1978,2014,98023,47.3129,-122.39,2014,7,17,33.07297554226819
822500.0,5,3.5,2320.0,4960,2.0,0,0,5,7,600,1926,2014,98103,47.6763,-122.352,2014,6,13,7.6971801777044
430000.0,4,2.5,2070.0,4310,2.0,0,0,3,7,0,2004,2015,98065,47.5319,-121.85,2015,4,6,37.36916157559572
212000.0,3,1.75,1060.0,7875,1.0,0,0,4,7,0,1986,2015,98092,47.2761,-122.152,2015,1,5,39.39391146187781
660500.0,4,2.25,2010.0,9603,1.0,0,0,3,8,570,1986,2015,98027,47.5343,-122.054,2015,4,28,22.629778497160366
784000.0,3,3.5,3950.0,111078,1.5,0,0,3,9,1490,1989,2014,98052,47.697,-122.072,2014,6,12,22.056263105964117
453246.0,3,2.5,2010.0,2287,2.0,0,0,3,8,620,2014,2014,98029,47.5517,-121.998,2014,5,12,26.053809549891557
675000.0,4,3.5,2140.0,2278,3.0,0,0,3,9,0,2005,2015,98107,47.6734,-122.38,2015,1,26,8.009084682130121
199000.0,3,1.75,1320.0,17390,1.0,0,0,4,7,0,1956,2014,98003,47.3257,-122.296,2014,8,13,31.529533443784693
220000.0,4,1.75,2020.0,7840,1.0,0,0,3,7,1010,1968,2014,98003,47.3309,-122.299,2014,8,5,30.933247063450864
452000.0,4,2.25,2590.0,10002,1.0,0,0,4,8,1250,1968,2014,98028,47.7689,-122.266,2014,5,29,18.62390745157775
382500.0,2,1.0,1190.0,4440,1.0,0,0,3,6,0,1981,2014,98125,47.7135,-122.287,2014,7,7,12.271784330400353
519950.0,3,2.25,1170.0,1249,3.0,0,0,3,8,0,2014,2014,98107,47.6722,-122.381,2014,5,7,7.920360715338023
665000.0,2,1.0,1110.0,3200,1.0,0,0,3,7,0,1925,2014,98119,47.6338,-122.358,2014,6,27,3.339232687687703
527700.0,5,2.5,2820.0,9375,1.0,0,0,4,8,1270,1968,2014,98006,47.5707,-122.128,2014,7,8,16.080791801966534
205000.0,3,1.0,1610.0,8579,1.0,0,0,4,7,600,1962,2015,98058,47.4563,-122.171,2015,5,8,20.892420865629873
420000.0,3,1.0,1060.0,8097,1.0,0,0,4,7,120,1923,2015,98133,47.7144,-122.351,2015,4,15,11.888973221532753
500000.0,4,2.25,2030.0,8517,1.0,0,0,4,8,650,1961,2015,98006,47.5495,-122.174,2015,2,27,13.728711610736216
921500.0,4,2.5,3670.0,213008,2.0,0,0,4,9,0,1994,2014,98077,47.7421,-122.026,2014,12,3,27.53395774755237
890000.0,4,1.0,2550.0,4000,2.0,0,0,3,8,180,1905,2014,98109,47.6354,-122.353,2014,6,25,3.325684705115251
430000.0,2,2.5,2420.0,60984,2.0,0,0,3,7,0,2007,2014,98027,47.5262,-121.943,2014,8,6,30.79701216552366
258000.0,5,2.0,2260.0,12500,1.0,0,0,4,8,1130,1960,2014,98032,47.3887,-122.286,2014,10,30,24.66463063980341
511000.0,3,1.0,1430.0,3455,1.0,0,0,3,7,450,1947,2014,98103,47.6873,-122.336,2014,11,4,8.81653297719029
532170.0,3,2.0,1360.0,3090,2.0,0,0,3,8,0,1990,2014,98103,47.6838,-122.353,2014,8,20,8.532362977675435
560000.0,3,1.0,1110.0,5000,1.5,0,0,3,7,0,1947,2015,98107,47.655,-122.359,2015,4,9,5.521511482362995
282950.0,3,1.0,1250.0,8200,1.0,0,0,4,7,0,1954,2015,98003,47.3255,-122.304,2015,3,31,31.50125242975272
1964400.0,4,3.25,4978.8,19850,2.0,0,3,3,12,1640,2006,2015,98006,47.562,-122.162,2015,4,1,13.959067654999306
350000.0,1,1.0,700.0,5100,1.0,0,0,3,7,0,1942,2014,98115,47.679,-122.3,2014,5,16,8.32146321682131
215000.0,3,1.0,1180.0,7669,1.0,0,0,4,7,0,1967,2014,98058,47.4479,-122.176,2014,7,28,21.44271843149302
650000.0,5,3.5,3960.0,25245,2.0,0,0,3,9,1460,1996,2014,98056,47.525,-122.172,2014,11,20,15.33196283009425
320000.0,4,2.75,2640.0,7500,1.0,0,0,3,8,1020,1967,2014,98023,47.3135,-122.369,2014,8,7,32.84697692012528
247000.0,3,2.0,1270.0,7198,1.5,0,0,3,7,0,1916,1,98022,47.2086,-121.996,2014,11,13,51.22422005490139
320000.0,4,1.75,1760.0,11180,1.0,0,0,4,8,0,1968,2014,98059,47.4715,-122.118,2014,10,3,22.274732310055246
255000.0,5,2.25,2060.0,8632,1.0,0,0,3,7,1030,1962,2014,98146,47.4877,-122.335,2014,5,7,13.378201080883867
438000.0,3,1.75,1780.0,9660,1.0,0,0,3,7,0,1962,2015,98034,47.7171,-122.193,2015,3,9,16.13966830531441
900000.0,3,2.5,3400.0,16603,2.0,0,0,3,10,0,2000,2015,98075,47.6012,-122.023,2015,3,4,23.416152003097675
441000.0,3,2.75,1910.0,7280,1.0,0,0,3,7,750,1979,2014,98034,47.7319,-122.224,2014,6,20,16.095241989040513
420000.0,3,2.0,2020.0,38332,1.0,0,0,4,7,1010,1975,2014,98027,47.4582,-122.023,2014,8,12,28.753124687951377
370000.0,3,1.75,1580.0,7000,1.0,0,0,3,7,400,1976,2014,98034,47.7209,-122.168,2014,12,8,17.727901091076024
269950.0,2,1.75,1340.0,7250,1.0,0,0,5,5,640,1949,2015,98198,47.408,-122.327,2015,2,19,22.248888937083986
807100.0,4,2.5,2680.0,4499,2.0,0,0,3,9,0,1999,2015,98006,47.565,-122.125,2015,3,24,16.471837518937125
653000.0,3,2.5,2680.0,9750,1.0,0,0,4,8,1070,1979,2014,98034,47.7028,-122.231,2014,6,5,13.113359731392627
371500.0,3,2.0,1370.0,8336,1.0,0,0,5,7,0,1964,2014,98133,47.7458,-122.331,2014,6,11,15.324391343902342
284000.0,3,1.75,1560.0,21000,1.0,0,0,3,7,0,1954,2015,98166,47.4776,-122.337,2015,3,16,14.501916657597363
272000.0,3,1.75,2160.0,7140,1.0,0,0,4,7,490,1978,2015,98023,47.3026,-122.374,2015,1,2,34.08565270486064
313000.0,3,1.5,1340.0,7912,1.5,0,0,3,7,0,1955,2014,98133,47.7658,-122.339,2014,5,2,17.54745971468916
917500.0,4,2.5,3880.0,35003,2.0,0,0,3,10,1310,1984,2015,98033,47.6477,-122.182,2015,1,16,12.297290640053252
673000.0,4,2.25,2590.0,8190,2.0,0,0,4,8,0,1980,2014,98006,47.5619,-122.125,2014,9,29,16.575653246388686
425000.0,3,2.5,1120.0,1100,2.0,0,0,3,8,300,2008,2015,98122,47.6106,-122.31,2015,2,10,1.9084649317320608
399950.0,5,2.75,1970.0,5400,1.0,0,0,3,7,650,1986,2014,98144,47.5868,-122.308,2014,7,9,3.1166374133015116
385000.0,3,1.0,1220.0,4800,1.0,0,0,3,6,0,1901,2014,98122,47.6101,-122.307,2014,5,30,2.1242817659618405
269950.0,3,1.5,1950.0,7560,1.0,0,2,4,7,630,1975,2014,98022,47.1976,-121.999,2014,11,17,52.17971777180672
330000.0,2,1.0,1350.0,8220,1.0,0,0,3,7,290,1949,2015,98177,47.7224,-122.358,2015,1,7,12.833668358757057
260000.0,3,2.5,1670.0,5797,2.0,0,0,3,7,0,1988,2014,98030,47.3505,-122.179,2014,7,25,30.945956633532596
470000.0,4,3.0,2380.0,5125,1.5,0,0,4,7,700,1925,2015,98126,47.5384,-122.376,2015,4,14,8.32467292862735
589000.0,4,3.0,2440.0,9600,2.0,0,0,5,7,0,1961,2014,98034,47.7044,-122.2,2014,6,13,14.743172680571282
163500.0,2,1.5,1050.0,3419,2.0,0,0,3,7,0,1996,2014,98038,47.3848,-122.039,2014,7,23,33.333312776573216
835000.0,4,2.75,3130.0,13412,2.0,0,0,3,9,990,1993,2014,98052,47.6993,-122.102,2014,9,5,20.2002639210273
1095000.0,5,3.0,4090.0,12850,1.0,0,2,4,10,1660,1986,2014,98033,47.6627,-122.188,2014,11,21,12.592524455072628
269000.0,4,1.75,1490.0,10000,1.0,0,0,4,8,390,1969,2015,98023,47.3099,-122.379,2015,4,15,33.31205169381986
560000.0,3,2.5,1900.0,8744,2.0,0,0,3,8,0,1987,2014,98074,47.62,-122.043,2014,5,5,21.94103563557579
615000.0,4,1.0,1330.0,2400,1.5,0,0,4,6,0,1901,2015,98103,47.65,-122.34,2015,4,18,4.68276788516663
585188.0,3,2.25,2230.0,10026,1.0,0,0,3,8,800,1975,2014,98052,47.6647,-122.153,2014,12,5,15.034372125303907
305000.0,3,1.75,1650.0,9480,1.0,0,0,3,7,430,1977,2014,98034,47.726,-122.191,2014,8,18,16.990247335286767
166950.0,3,1.0,1190.0,8820,1.0,0,0,3,6,0,1959,2014,98058,47.4616,-122.184,2014,11,5,19.845357572425605
799000.0,3,2.5,2140.0,9897,1.0,0,0,4,8,0,1959,2014,98040,47.5505,-122.219,2014,9,12,10.808501688486562
400000.0,3,2.5,2180.0,7508,1.0,0,0,4,7,760,1962,2014,98133,47.7606,-122.336,2014,6,25,16.96701485815031
230000.0,3,1.0,1060.0,10228,1.0,0,0,3,7,0,1948,2014,98155,47.7481,-122.3,2014,12,1,15.797901191921612
256883.0,3,2.5,1690.0,5025,2.0,0,0,3,8,0,2003,2014,98023,47.2779,-122.347,2014,5,15,36.71767587229955
423000.0,4,2.0,1970.0,6480,1.5,0,0,5,7,840,1920,2014,98108,47.5511,-122.312,2014,11,11,6.562680331692017
465000.0,3,2.5,2150.0,4084,2.0,0,0,3,8,0,2007,2014,98126,47.5488,-122.372,2014,7,23,7.140362985004882
440000.0,3,2.5,1910.0,66211,2.0,0,0,3,7,0,1997,2015,98024,47.5385,-121.911,2015,1,13,32.74517199083669
385000.0,3,1.75,1350.0,155073,1.0,0,0,4,7,0,1969,2014,98038,47.4058,-121.994,2014,10,14,34.09190047304134
210000.0,3,1.0,860.0,11725,1.0,0,0,4,6,0,1943,2015,98056,47.5093,-122.184,2015,3,11,15.784530541424305
297000.0,3,2.5,1940.0,14952,2.0,0,0,3,8,0,1994,2014,98042,47.3777,-122.165,2014,11,12,28.623594861190757
470000.0,3,1.0,1010.0,5000,1.0,0,0,3,7,0,1952,2014,98107,47.675,-122.394,2014,7,16,8.655056929831414
226500.0,3,1.5,1300.0,7370,1.0,0,0,4,7,400,1976,2014,98023,47.3025,-122.37,2014,8,4,34.07229662384444
274250.0,3,1.0,910.0,8450,1.0,0,0,4,6,0,1962,2015,98059,47.4787,-122.158,2015,3,3,19.585591186913984
840000.0,4,1.75,2480.0,11010,1.0,0,0,4,9,850,1966,2014,98040,47.5378,-122.219,2014,8,4,11.700363737217653
